Name,POS,Height (in),Weight (lbs),40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
Bryan Bulaga,OT,77.38,314,5.2,26,27.5,98,4.75,7.7
Morgan Burnett,FS,73.38,209,4.51,16,39.5,140,3.92,6.87
Benjamin Burney,CB,70.63,202,4.38,16,39,121,4.1,6.71
Crezdon Butler,CB,71.75,191,4.43,17,39.5,121,4.23,7.08
Donald Butler,ILB,73.13,245,4.62,35,35.5,121,4.28,6.93
Jeff Byers,C,75.38,301,5.04,33,27,98,4.56,7.57
Nate Byham,TE,75.88,268,4.97,18,29,109,4.45,7.05
Kyle Calloway,OT,78.5,323,5.46,22,23.5,92,4.86,7.96
Jorrick Calvin,CB,70.13,182,4.46,,33,108,4.54,7.21
Bruce Campbell,OT,78.38,314,4.75,34,32,101,4.69,7.58
Chris Campbell,OT,77,328,5.28,14,25,96,4.14,8.08
Lee Campbell,ILB,74.38,247,4.88,17,34,108,4.4,7.27
Sean Canfield,QB,75.75,223,4.93,,29.5,100,4.39,7.26
Selvish Capers,OT,76.63,308,5.11,19,30.5,106,4.68,7.68
Alex Carrington,DE,77.25,285,4.92,26,33,122,4.81,7.64
Nolan Carroll,CB,71.5,204,4.42,17,37.5,123,4.21,6.81
Brandon Carter,OG,77.75,329,5.34,22,24.5,102,4.94,7.82
Chris Carter,WR,71.38,191,,12,,,,
Chris Chancellor,CB,69.13,177,4.49,14,34,115,4.07,6.85
Kam Chancellor,FS,75.25,231,4.62,22,32,116,4.41,7.36
Jamar Chaney,ILB,72.75,242,4.54,26,39,124,4.29,6.9
Barry Church,SS,73.5,222,4.69,19,36,121,4.17,6.65
Daryll Clark,QB,73.88,235,4.72,21,33,116,4.28,6.97
Jimmy Clausen,QB,74.63,222,4.76,,,,,
Keenan Clayton,OLB,73.13,229,4.59,27,41.5,124,4.19,6.92
Terrence Cody,DT,75.63,349,5.71,22,20.5,90,5.03,8.19
Justin Cole,OLB,75.13,242,4.76,22,34.5,117,4.42,7.13
Antonio Coleman,OLB,73.5,255,4.87,18,33.5,113,4.46,7.01
Harry Coleman,SS,73.5,211,4.56,13,33,115,4.42,7.24
Kurt Coleman,SS,70.25,192,4.55,19,34.5,122,4.15,6.81
Nate Collins,DT,74,290,4.94,22,33,106,4.8,7.37
John Conner,FB,71.13,246,4.64,24,35,111,4.32,7.15
Kavell Conner,OLB,72.5,242,4.59,24,33.5,110,4.6,7.36
Chris Cook,CB,74,212,4.45,7,38,132,4.23,6.88
Erik Cook,C,78,318,5.55,19,25,94,4.99,8.24
Riley Cooper,WR,75.38,222,4.53,,33,114,4.15,6.73
Perrish Cox,CB,71.38,195,4.58,12,32.5,113,4.2,6.82
Jonathan Crompton,QB,75.13,222,4.85,,31,106,4.34,6.95
Jermaine Cunningham,DE,75.38,266,4.89,,35,118,,
Rennie Curran,OLB,70.63,235,4.75,25,34.5,112,4.4,7.34
Anthony Davis,OT,77,323,5.36,21,33,,4.97,8.17
Dexter Davis,OLB,73.5,244,4.62,25,35,109,4.3,7.08
Hall Davis,DE,75.75,271,4.84,28,34.5,114,4.63,7.53
Brandon Deaderick,DT,75.88,314,,,,,,
Eric Decker,WR,75.13,217,4.54,15,,,,
Chris DeGeare,OG,75.63,325,5.12,27,32.5,103,4.9,7.84
Dorin Dickerson,TE,73.38,226,4.4,24,43.5,125,4.3,6.96
Ed Dickson,TE,76.25,249,4.59,23,34,115,4.59,7.32
Richard Dickson,FB,74.63,249,4.85,14,28.5,102,4.52,7.53
Phillip Dillard,ILB,72.25,245,4.65,18,31.5,106,4.43,7.16
Ryan DImperio,ILB,73.38,241,4.68,21,33.5,115,4.39,6.84
Andre Dixon,RB,72.75,205,4.56,,40,117,4.19,6.99
Anthony Dixon,RB,72.75,233,4.67,15,33,121,4.49,7.09
Matt Dodge,P,73.5,224,,23,34,114,,
Jim Dray,TE,76.75,246,4.82,17,34,113,4.38,7.14
Vladimir Ducasse,OT,76.38,332,5.21,29,26,91,4.97,8.25
Carlos Dunlap,DE,77.75,278,4.68,21,31.5,111,4.61,7.21
Jonathan Dwyer,RB,71.25,229,4.64,15,33,107,4.67,7.56
Marcus Easley,WR,74.75,210,4.39,16,34,123,4.6,6.94
A.J. Edds,OLB,75.63,246,4.62,16,33,117,4.28,7.19
Armanti Edwards,WR,70.88,187,4.41,13,34.5,123,4.19,6.74
Brody Eldridge,TE,76.75,261,4.72,20,31.5,112,4.44,7.27
Dedrick Epps,TE,75.38,246,4.72,19,33,110,4.42,7.31
Ray Fisher,CB,68,172,4.51,,38,122,4.16,6.83
Jeffrey Fitzgerald,DE,75.63,270,4.83,21,35,117,4.36,7.29
Jacoby Ford,WR,68.88,186,4.22,15,33.5,115,4.44,7
Jason Fox,OT,78.88,305,5.42,23,29.5,101,,
Dominique Franks,CB,71,194,4.46,10,33.5,117,4.33,7.32
Junior Galette,OLB,73.75,257,4.77,25,33.5,113,4.16,7.04
Clifton Geathers,DE,79.5,299,4.98,26,36,112,4.72,7.69
Riar Geer,FB,74.88,256,5,13,33,106,4.29,7.13
Toby Gerhart,RB,72,231,4.5,22,38,118,4.25,6.94
David Gettis,WR,75,217,4.43,15,34.5,124,4.41,6.94
Brandon Ghee,CB,71.63,192,4.37,15,37,127,4.07,6.75
Thaddeus Gibson,OLB,74,243,4.78,32,32,115,4.27,6.84
Mardy Gilyard,WR,71.88,187,4.61,,39,116,4.4,6.92
Travis Goethel,ILB,74.5,240,4.81,21,35,111,4.54,6.93
Brandon Graham,OLB,73.38,268,4.71,31,31.5,111,4.25,7.01
Garrett Graham,TE,75.13,243,4.71,20,34.5,112,4.35,7.09
Jimmy Graham,TE,78.25,260,4.53,15,38.5,120,4.45,6.9
Marshay Green,CB,68.88,180,4.73,13,35.5,124,4.11,6.66
Kurtis Gregory,OG,76.5,305,5.31,26,25.5,91,4.93,7.62
Clint Gresham,LS,74.75,236,5.08,,,,,
Jermaine Gresham,TE,77.25,261,4.66,20,35,113,4.53,7.07
Everson Griffen,DE,75.38,273,4.65,32,34,115,4.36,7.25
Cody Grimm,SS,70.88,203,4.55,11,35.5,117,4.02,6.58
Rob Gronkowski,TE,78.25,258,4.68,23,33.5,119,4.47,7.18
Joe Haden,CB,70.75,193,4.52,18,35,125,4.34,6.94
Max Hall,QB,72.63,209,4.84,,32,102,4.35,7.07
Clay Harbor,FB,74.63,252,4.62,30,40,120,4.37,7.12
Montario Hardesty,RB,71.75,225,4.49,21,41,124,4.14,6.87
Greg Hardy,DE,76,281,4.82,21,35,117,4.65,7.25
Ramon Harewood,OT,78.25,341,5.11,22,24,111,,
Larry Hart,OLB,72.38,248,4.62,24,34,121,4.26,7
Chris Hawkins,CB,72.13,187,4.43,16,35,118,4.46,6.91
Joe Hawley,C,75.25,297,5.21,35,26,105,4.73,7.5
Aaron Hernandez,TE,74.38,245,4.64,30,33,111,4.18,6.83
Tim Hiller,QB,76,229,4.97,18,32.5,118,4.54,7.1
Shay Hodge,WR,73.25,209,4.62,11,33.5,117,4.32,6.9
Trindon Holliday,WR,65.25,166,4.21,10,42,116,4.48,6.54
Michael Hoomanawanui,TE,75.63,264,4.77,25,32.5,110,4.52,7.67
Lamarr Houston,DT,74.75,305,4.84,30,33.5,114,4.71,7.61
David Howard,DT,74.88,293,5.03,27,32,104,4.7,7.58
Otis Hudson,OT,76.63,312,5.17,21,26.5,105,4.91,8.14
Jerry Hughes,OLB,73.75,255,4.65,26,34.5,118,4.15,6.99
Josh Hull,ILB,74.75,237,4.93,25,32.5,115,4.07,6.86
Carl Ihenacho,OLB,74,245,4.86,20,,,,
Mike Iupati,OG,77.13,331,5.24,27,27.5,92,4.93,7.85
Brian Jackson,CB,72.63,202,4.65,20,35.5,120,4.22,6.76
Kareem Jackson,CB,70.5,196,4.4,13,37.5,118,4.14,6.92
Rashawn Jackson,FB,73,239,4.75,20,34.5,117,4.47,7
Brandon James,RB,66.38,186,4.47,14,,,,
Javarris James,RB,72.25,215,4.58,21,36,115,4.24,7.07
A.J. Jefferson,CB,72.13,193,4.42,7,44,126,4,6.72
John Jerry,OT,77.38,328,5.15,31,27.5,101,4.69,7.93
Brett Johnson,FS,73,194,4.47,14,42.5,129,4.01,6.77
George Johnson,DE,76.38,268,4.79,29,31,113,4.57,6.96
Marquis Johnson,CB,70.75,192,4.65,,,,4.03,7.2
Micah Johnson,ILB,73.5,258,4.99,31,29,107,4.26,7.34
Mike Johnson,OG,77.25,312,5.37,21,25,91,5.01,8.15
Robert Johnson,FS,74.13,203,4.58,13,33,115,4.12,6.56
Stafon Johnson,RB,70.88,214,4.62,13,35.5,118,4.28,7.21
Kyle Jolly,OT,78,311,5.36,20,21.5,89,4.87,7.89
Arthur Jones,DT,75.25,301,,30,,,,
Chad Jones,SS,74.13,221,4.59,9,36,115,4.14,6.83
Donald Jones,WR,72.38,214,4.46,20,41,119,4.2,6.9
Reshad Jones,SS,73.25,214,4.51,24,39.5,118,4.54,7.43
Linval Joseph,DT,76.5,328,5.09,39,30,100,4.71,8.12
Kevin Jurovich,WR,70.63,182,4.49,14,37.5,122,4.2,
Mike Kafka,QB,75.13,225,4.93,,32,110,4.37,6.96
Deji Karim,RB,68.63,209,4.4,19,43,123,4.33,6.95
Sergio Kindle,OLB,74.88,250,4.65,25,36.5,118,4.53,7.26
Jammie Kirlew,DE,73.25,260,5.05,26,33,111,4.74,7.5
Jameson Konz,TE,75.5,234,4.41,,46,128,4.25,6.93
Matt Kopa,OT,77.75,300,,26,,,,
Keaton Kristick,OLB,74.75,234,4.7,16,34,120,4.21,6.96
Brandon LaFell,WR,74.5,211,4.58,11,36,115,4.23,6.81
Austen Lane,DE,77.75,276,4.91,20,34.5,125,4.6,7.38
Brandon Lang,DE,75.75,266,5,20,28.5,104,4.68,7.34
Ted Larsen,C,74.63,304,5.19,26,24,96,4.66,7.81
Shawn Lauvao,OG,74.88,315,5.22,33,26.5,101,4.51,7.56
Simoni Lawrence,OLB,72.38,232,4.59,21,40,123,4.43,7.3
Boris Lee,ILB,72.5,238,4.94,27,32.5,112,4.57,7.33
Sean Lee,ILB,74.13,236,4.71,24,37.5,120,4.16,6.89
Dan LeFevour,QB,75.25,230,4.6,,29.5,110,4.22,6.93
Kendrick Lewis,FS,71.63,198,4.73,16,31.5,116,4.33,6.88
Myron Lewis,FS,73.63,203,4.42,10,37,126,4.2,6.9
Thaddeus Lewis,QB,72.5,215,4.84,,28,107,,
Trevard Lindley,CB,71.25,183,4.51,9,38.5,116,4.27,6.81
Sean Lissemore,DT,75.5,298,4.91,36,30,111,4.52,7.57
Scott Long,WR,74.13,216,4.46,20,41.5,123,4.09,6.45
Erik Lorig,DE,75.5,281,,,,,,
Robert Malone,P,73.63,235,,19,,,,
Chris Maragos,FS,70.63,200,4.49,15,36,121,3.98,6.52
Marc Mariani,WR,72.88,190,4.48,11,36.5,123,4.23,6.83
Darius Marshall,RB,69.25,190,4.59,14,35.5,109,4.39,7.13
Jeron Mastrud,TE,77.38,256,,13,32.5,106,4.59,7.42
Ricardo Mathews,DT,74,290,4.95,26,31.5,114,4.51,7.3
Ryan Mathews,RB,71.63,218,4.37,19,36,121,4.33,7
Kevin Matthews,C,75.5,298,5.32,28,29,99,4.82,7.65
Sam Maxwell,OLB,73.63,246,4.88,,33,108,4.52,7.37
Taylor Mays,FS,75.13,230,4.31,24,41,125,4.24,6.98
Kyle McCarthy,SS,72,205,4.58,24,34,117,4.13,6.74
Robert McClain,CB,69.38,195,4.51,23,38.5,118,,
Rolando McClain,ILB,75.38,249,4.68,24,35,109,4.38,7.16
Albert McClellan,ILB,73,247,4.75,26,36.5,119,4.21,7.24
Jacques McClendon,OG,74.13,308,5.08,37,29,101,4.76,7.7
Dexter McCluster,WR,68.75,172,4.53,20,37.5,118,4.06,6.73
Devin McCourty,CB,70.75,193,4.38,16,36,126,4.07,6.7
Anthony McCoy,TE,76.5,259,4.71,19,35.5,113,4.57,6.99
Chris McCoy,OLB,75.13,261,4.7,23,33,123,4.51,7.13
Colt McCoy,QB,73.13,216,4.79,,,114,,
Gerald McCoy,DT,76.13,295,5.04,23,30.5,114,4.48,7.32
Walter McFadden,CB,70,181,4.39,5,35.5,123,4.28,6.9
Chris McGaha,WR,72.88,201,4.52,19,40,122,4.21,6.75
Scotty McGee,CB,68.25,185,4.45,23,38.5,127,4.21,6.9
Joe McKnight,RB,71.38,198,4.4,18,36.5,120,4.48,7.12
Mike McLaughlin,ILB,72.25,242,4.84,29,38.5,114,4.11,6.85
Sherrick McManis,CB,71,195,,15,,,,
Shawnbrey McNeal,RB,69.13,194,4.53,14,36,117,4.5,7.23
Kerry Meier,WR,74.13,224,4.62,13,35,115,4.23,6.56
Zoltan Mesko,P,76.5,240,,16,,,,
Greg Middleton,DE,75,268,4.96,,38,116,4.69,7.65
Jeromy Miles,SS,74,210,4.45,13,35.5,130,4.2,6.72
Lonyae Miller,RB,71.5,221,4.43,26,36.5,120,4.54,7.2
Brandon Minor,RB,72,214,,,,,,
Koa Misi,OLB,74.63,251,4.75,,38,127,4.27,7.07
Carlton Mitchell,WR,74.88,215,4.46,16,36,122,4.55,6.96
Chris Mitchell,WR,71.75,189,4.45,12,37.5,119,4.35,6.92
Earl Mitchell,DT,73.75,296,4.75,25,28.5,107,4.55,7.68
Arthur Moats,OLB,72.25,246,4.64,24,36.5,122,4.37,7.22
Tony Moeaki,TE,75,245,4.69,18,34,113,4.42,7.1
Joshua Moore,CB,70.88,188,4.5,2,36.5,122,4.07,6.74
Derrick Morgan,DE,75,266,4.77,21,34,112,4.43,7.12
Dennis Morris,FB,73.13,253,4.82,20,29,109,4.65,7.26
Ryan Moya,FB,73.38,231,4.67,22,30,106,4.3,7.07
Roddrick Muckelroy,OLB,73.75,246,4.68,19,31,110,4.39,7.25
Aleric Mullins,DT,73.25,321,4.95,35,26,101,4.81,7.67
Jerome Murphy,CB,72.25,196,4.5,16,38,127,4.05,6.87
Mike Neal,DT,75,294,4.87,31,33,113,4.53,7.53
Marshall Newhouse,OG,75.75,319,4.99,25,25,97,4.6,7.4
Matt Nichols,QB,73.88,219,4.88,,28.5,105,4.18,7.11
Eric Norwood,OLB,72.88,242,4.71,21,36.5,115,4.23,7.08
Jared Odrick,DT,77,304,5.03,26,29,106,4.59,7.22
Vince Oghobaase,DT,77.25,302,5.46,27,26,90,4.75,7.84
Russell Okung,OT,77.25,307,5.18,38,32.5,105,4.8,7.79
Eric Olsen,C,75.88,306,5.25,35,29.5,93,4.82,7.5
Fendi Onobun,TE,77.5,252,4.45,16,37.5,133,4.15,6.85
Jeff Owens,DT,73,304,4.97,44,30,101,4.68,
Akwasi Owusu-Ansah,CB,72.25,207,4.32,21,35.5,120,4.32,6.84
Preston Parker,WR,71.25,199,4.66,16,35,117,4.16,6.92
Alex Parsons,OG,76,309,5.12,23,27,99,4.56,7.56
Pat Paschall,RB,71.63,209,4.65,15,38.5,118,4.33,7.02
Colin Peek,TE,77.25,252,4.92,19,34.5,112,4.39,7.23
Cole Pemberton,OT,79.25,315,5.37,18,22.5,96,4.77,7.65
David Pender,CB,72,180,4.37,8,39,124,4.28,7.08
Jared Perry,WR,72.75,178,4.51,11,33.5,121,4.39,6.75
Corey Peters,DT,75.25,300,4.98,26,33,98,4.76,7.56
Mitch Petrus,OG,75,310,5.34,45,30,106,4.58,7.28
Aaron Pettrey,K,73,202,,,,,,
Jason Pierre-Paul,DE,76.75,270,4.71,19,30.5,115,4.67,7.18
Tony Pike,QB,77.75,223,4.9,,28.5,108,4.53,7.06
Josh Pinkard,FS,72.88,214,,19,,,,
Dennis Pitta,TE,76.5,245,4.68,27,34,113,4.17,6.72
Nick Polk,FS,71,211,4.55,14,38,121,4.45,7.24
Maurkice Pouncey,C,76.5,304,5.25,25,27,95,4.92,7.74
Brian Price,DT,73.13,303,5.12,34,28.5,96,,
Taylor Price,WR,72.38,204,4.4,16,37,114,4.34,6.82
Jordan Pugh,FS,70.75,196,4.44,14,40.5,125,4.28,7.18
Andrew Quarless,TE,76.38,254,4.68,23,32,112,4.57,7.29
Scott Ravanesi,P,72.25,191,,,,,,
David Reed,WR,72.13,191,4.56,15,37,114,4.38,6.95
Dace Richardson,OG,77.25,320,5.76,19,23.5,87,5.38,8.58
Perry Riley,OLB,73,239,4.69,17,35.5,119,4.25,6.97
Andre Roberts,WR,70.88,195,4.4,15,36,120,4.15,6.77
Patrick Robinson,CB,71.25,190,4.46,15,39,122,4.14,6.78
Zac Robinson,QB,74.5,214,4.68,,35,110,4.4,7.24
Dennis Rogan,FS,68.88,185,4.73,,38,118,4.1,
Myron Rolle,SS,73.88,215,4.59,21,36,124,4.15,6.94
Devin Ross,CB,70,183,4.64,16,40,119,,7.07
Jay Ross,DT,75,313,5.1,30,32,100,4.64,7.83
Rodger Saffold,OT,76.63,316,5.21,27,29.5,113,4.67,7.42
Emmanuel Sanders,WR,70.88,186,4.4,12,39.5,126,4.1,6.64
Ricky Sapp,OLB,75.88,252,4.65,23,34,114,4.41,7.29
Shann Schillinger,FS,71.63,202,4.5,21,37,119,4.29,7.04
OBrien Schofield,OLB,74.25,221,,,,,,
Charles Scott,RB,71.38,238,4.68,17,30.5,111,4.47,6.98
Chris Scott,OG,76.63,319,5.52,19,22.5,90,5.03,8.24
Quentin Scott,FS,75.88,224,4.4,13,35.5,121,4.18,6.88
George Selvie,DE,76.38,252,4.93,24,30.5,109,4.63,7.48
Darryl Sharpton,ILB,71.38,236,4.81,24,31,121,4.42,7.19
Cameron Sheffield,OLB,74.38,257,4.92,,33,115,4.53,7.23
Malcolm Sheppard,DT,74.13,285,5.11,19,28,100,4.78,7.81
Sam Shields,CB,70.75,184,4.3,15,39,133,4.19,6.79
Jordan Shipley,WR,71.25,193,4.6,16,36.5,116,4.22,6.92
Mickey Shuler,TE,76.13,251,4.63,28,37.5,131,4.25,6.77
Eugene Sims,DE,76.63,248,4.69,14,32.5,114,4.38,6.9
John Skelton,QB,77.38,243,4.85,,33.5,108,4.33,7.17
Riley Skinner,QB,72,214,5.05,,30,101,4.29,7.04
DAnthony Smith,DT,74.13,304,5.01,28,35.5,113,4.58,7.42
Rusty Smith,QB,77,224,4.83,,23,100,4.61,7.04
Shelley Smith,OG,74.88,300,5.03,26,34,112,4.71,7.67
Jevan Snead,QB,75,219,5.04,,33,106,4.33,7.08
Amari Spievey,CB,70.88,195,4.52,6,35,116,4.38,6.89
Brandon Spikes,ILB,74.88,249,5.05,,29,111,,6.97
C.J. Spiller,RB,70.63,196,4.27,18,36,126,,
Austin Spitler,OLB,74.25,243,4.7,32,32,112,4.23,6.7
R.J. Stanford,CB,70.13,183,4.42,12,37.5,131,4.38,6.8
James Starks,RB,74.13,218,4.5,15,36,119,4.23,6.89
Reggie Stephens,C,75,314,5.4,31,25,98,4.98,7.94
Darian Stewart,SS,71,213,4.53,12,37,122,4.32,6.89
Juamorris Stewart,WR,72.88,201,4.59,5,37,116,4.38,7.08
Darrell Stuckey,SS,71.5,205,4.46,17,39.5,120,,
Ndamukong Suh,DT,75.88,307,5.03,32,35.5,105,4.44,7.21
Brett Swenson,K,67.75,178,,12,,,,
Stevenson Sylvester,OLB,74.13,231,4.71,23,30.5,105,4.5,7.22
Charlie Tanner,OG,75.88,308,5.12,35,36,111,4.7,7.63
Ben Tate,RB,71,220,4.34,26,40.5,124,4.12,6.91
Golden Tate,WR,70.25,199,4.42,17,35,120,4.34,7.12
Daniel Te'o-Nesheim,DE,75.5,263,4.73,29,37,121,4.18,6.91
Tim Tebow,QB,74.75,236,4.71,,38.5,115,4.17,6.66
Matt Tennant,C,76.63,300,5.15,27,25,98,4.62,7.6
Mike Tepper,OG,77.5,324,5.31,28,26.5,94,5.25,7.95
Cam Thomas,DT,76,330,5.16,31,29,102,4.78,7.68
Demaryius Thomas,WR,75.25,224,,,,,,
Earl Thomas,CB,70.25,202,4.43,21,32,113,,
Kevin Thomas,CB,72,192,4.41,19,34.5,126,4.18,6.82
Syd'Quan Thompson,CB,69.25,186,4.62,,33,117,4.26,6.73
Walter Thurmond,CB,70.75,189,,14,,,,
Leigh Tiffin,K,72.88,209,,,,,,
Manase Tonga,FB,71.25,245,4.84,19,32,105,4.69,7.44
Tim Toone,WR,70.25,185,4.42,13,36,120,4.26,6.75
Keith Toston,RB,71.75,213,4.66,22,32,110,4.67,7.23
Adrian Tracy,OLB,74.63,248,4.76,20,35.5,110,4.34,7.08
Nate Triplett,OLB,75,250,4.7,20,33,115,4.37,7.02
Torell Troup,DT,74.75,314,5.12,34,29,98,4.73,7.61
Verran Tucker,WR,73.63,200,4.65,6,36.5,121,4.09,6.87
Andrew Tyshovnytsky,OT,76.25,318,4.91,37,28,110,4.76,7.95
Adam Ulatoski,OG,77.5,300,5.52,24,26,94,4.99,7.98
Mitch Unrein,DE,75.63,276,4.89,26,31,105,4.49,7.2
Jared Veldheer,OT,80.13,312,5.06,32,33.5,109,4.51,7.4
Alterraun Verner,CB,70.13,189,4.52,11,32,116,4.12,6.7
Stephan Virgil,CB,70.75,183,4.83,12,34,113,4.35,7.11
Jamar Wall,CB,70.25,204,4.52,15,40.5,123,4.43,7.25
Roberto Wallace,WR,75.88,223,4.48,19,36.5,123,4.12,6.8
J.D. Walton,C,74.63,300,5.19,24,27,101,4.69,7.6
Ed Wang,OT,76.75,314,5.18,29,27,96,4.7,7.94
T.J. Ward,SS,70.5,211,4.56,19,34,121,4.12,7
Jeremy Ware,CB,69.88,184,4.37,10,37.5,118,4.29,6.97
Donovan Warren,FS,71.5,193,4.62,12,31,113,4.36,7.21
Daryl Washington,OLB,73.75,230,4.58,17,31,114,,7.07
Lorenzo Washington,DT,76,291,5.21,25,30,107,4.68,7.4
Tony Washington,OT,78.13,311,5.25,33,29.5,114,4.84,7.52
Dekoda Watson,OLB,73.38,226,4.55,24,40,134,4.11,7.06
Sean Weatherspoon,OLB,73.25,239,4.62,34,40,123,4.38,6.99
JMarcus Webb,OT,79.38,328,5.28,17,26,101,4.8,7.82
Joe Webb,WR,74.75,223,4.44,21,42.5,137,4.04,6.71
Thomas Welch,OT,78.38,307,5.42,29,29,105,4.8,7.67
Chastin West,WR,72.38,212,4.61,15,33.5,113,4.42,7.12
Kade Weston,DT,76.75,316,4.97,21,29,97,4.85,8.01
Blair White,WR,74.25,209,4.49,18,33.5,115,4.03,6.69
Damian Williams,WR,72.63,197,4.52,19,38,118,4.24,6.79
Dan Williams,DT,74,327,5.19,27,32,96,4.87,7.88
Jeremy Williams,WR,72.13,206,4.59,14,36,117,4.31,6.73
Keiland Williams,RB,70.88,233,4.52,16,33,,,
Kyle Williams,WR,70,188,4.4,11,33,118,4.19,7
Mike Williams,WR,73.5,221,4.53,8,33.5,116,4.31,6.9
Stephen Williams,WR,76.5,210,4.5,15,36.5,125,4.11,6.81
Trent Williams,OT,76.63,315,4.81,23,34.5,113,4.63,7.64
C.J. Wilson,DE,74.88,290,4.83,32,33,116,4.77,7.65
E.J. Wilson,DE,74.5,286,4.97,23,29.5,113,4.7,7.4
Kion Wilson,ILB,72.38,239,4.87,27,36.5,123,4.53,7.47
Kyle Wilson,CB,70,194,4.43,25,38,122,4.1,6.84
Lindsey Witten,DE,76.5,250,4.7,23,36.5,115,4.62,7.32
Ryan Wolfe,WR,73,205,,13,33.5,118,,
Justin Woodall,SS,73.25,223,4.64,13,34,118,4.17,6.88
Al Woods,DT,75.63,309,5.15,23,37,109,4.67,7.45
Corey Wootton,DE,78,270,4.92,20,32,108,4.28,7
Jason Worilds,OLB,73.25,254,4.65,24,38,114,4.29,6.95
Doug Worthington,DT,77.13,292,5.02,19,35.5,121,,
Major Wright,FS,71.5,206,4.44,14,37.5,119,4.36,6.95
Sam Young,OT,79.63,316,5.2,29,29.5,104,4.87,7.73
Willie Young,DE,76.75,251,4.88,25,38,118,4.56,7.24
Spencer Adkins,ILB,71.13,230,4.48,30,36.5,,4.25,
Al Afalava,SS,70.88,207,4.47,25,40,125,4.07,6.6
Kevin Akins,OLB,74,218,4.82,15,31.5,117,4.15,6.78
Asher Allen,CB,69.5,194,4.48,22,35,115,4.3,6.93
Roger Allen,OG,74.75,326,5.25,38,26.5,93,4.8,8.3
Antonio Appleby,ILB,75.5,245,,24,33,,,
Stanley Arnoux,ILB,72,232,4.56,19,31.5,121,4.39,7.22
Robert Ayers,DE,75.13,272,4.77,18,29.5,102,4.51,7.56
Chris Baker,DT,74,326,4.94,24,35.5,106,4.9,8.06
Ramses Barden,WR,78,229,4.55,17,33.5,118,4.26,7.1
Kevin Barnes,CB,72.25,187,4.45,,38.5,128,3.96,6.72
Connor Barwin,OLB,75.63,256,4.59,21,40.5,128,4.18,6.87
Will Beatty,OT,78,307,5.12,27,33.5,107,4.77,7.62
William Beatty,OT,78,307,5.06,27,33.5,107,4.77,7.62
Travis Beckum,TE,75,239,4.62,28,38.5,118,4.1,7.05
Darry Beckwith,ILB,72.38,234,4.75,23,26.5,110,4.5,7.39
Joel Bell,OT,78.75,315,5.11,27,30,109,4.57,7.55
Kahlil Bell,RB,70.75,212,4.74,15,34.5,114,4.2,6.87
Michael Bennett,DE,75.5,274,5,24,31,110,,
E.J. Biggers,CB,71.13,180,4.38,19,36,,,
Demonte Bolden,DT,75.25,285,5.04,26,31.5,109,4.78,7.5
Jason Boltus,QB,74.75,225,4.82,26,31.5,111,4.47,7
Rhett Bomar,QB,74.25,225,4.7,25,,106,4.06,6.91
Alex Boone,OT,79.25,328,5.16,33,27.5,103,4.69,7.83
Ron Brace,DT,75,330,5.48,32,28,99,4.73,8.15
Tom Brandstater,QB,77,220,4.87,,28.5,106,4.37,6.93
Marquez Branson,FB,74.13,247,4.69,22,35,109,4.4,7.29
Justin Brantly,P,75.13,249,,,,,,
Robert Brewster,OT,76.13,325,5.29,23,30.5,98,4.75,7.68
Travis Bright,OG,76.25,321,5.26,34,35.5,108,4.72,7.75
Jasper Brinkley,ILB,73.63,252,4.67,26,35.5,114,4.32,7.03
Kenny Britt,WR,74.88,218,4.49,23,37,124,4.47,
Eben Britton,OT,78,309,5.14,24,28.5,100,4.91,7.87
Jared Bronson,TE,75.88,253,4.7,21,32.5,116,4.33,7.15
Aaron Brown,RB,72.5,200,4.49,16,40,129,4.26,7.22
Andre Brown,RB,72.13,224,4.37,24,37,115,4.33,7.35
Cody Brown,OLB,74.13,244,4.76,26,36.5,120,4.4,7.1
Colin Brown,OT,78.75,335,5.38,23,27.5,100,4.83,7.82
Donald Brown,RB,70.25,210,4.46,,41.5,125,4.1,6.93
Everette Brown,DE,73.5,256,4.65,26,31.5,114,4.53,7.55
Freddie Brown,WR,74.63,215,4.57,,36,113,4.24,6.85
Nathan Brown,QB,72.63,219,4.86,,30.5,106,4.44,7.43
Patrick Brown,OT,77.13,292,,,,,,
Rob Bruggeman,C,76,293,5.05,30,33,104,4.69,7.69
David Bruton,FS,74,219,4.4,19,41.5,132,4.28,6.6
David Buehler,K,73.75,227,4.63,25,,,,
Joe Burnett,CB,69.38,192,4.58,22,35.5,118,4.25,6.68
George Bussey,OG,75.25,306,,,,,,
Darius Butler,CB,70.38,183,4.41,,43,134,4.18,6.92
Deon Butler,WR,70.38,182,4.31,12,34.5,118,4.48,7.01
Victor Butler,OLB,74.25,248,4.76,24,33,113,4.4,7.21
Demetrius Byrd,WR,72.25,196,4.35,,31.5,117,4.52,7.08
Jairus Byrd,CB,70.13,207,4.68,15,35,,4.1,6.75
Gerald Cadogan,OT,77.13,309,4.99,26,25,95,4.8,8.05
Antoine Caldwell,C,75.25,309,5.24,23,28,111,5.04,7.96
Trevor Canfield,OG,76.5,307,5.3,29,32,109,4.83,7.78
Hunter Cantwell,QB,76.38,235,5.22,,26,99,4.59,7.4
Don Carey,CB,71.25,192,4.49,18,32.5,122,4.2,6.87
