name,five_ft_split,ten_ft_split,fifteen_ft_split,twenty_ft_split,twenty_five_ft_split,thirty_ft_split,thirty_five_ft_split,forty_ft_split,forty_five_ft_split,fifty_ft_split,fifty_five_ft_split,sixty_ft_split,sixty_five_ft_split,seventy_ft_split,seventy_five_ft_split,eighty_ft_split,eighty_five_ft_split,ninety_ft_split,ID,weight,height,bats,throws
"Tulowitzki, Troy",0.5433333333,0.84,1.106666667,1.353333333,1.586666667,1.813333333,2.023333333,2.23,2.43,2.62,2.816666667,3.006666667,3.193333333,3.383333333,3.57,3.76,3.953333333,4.156666667,18903,205,75,R,R
"Turner, Justin",0.56,0.8777777778,1.151111111,1.403333333,1.637777778,1.861111111,2.074444444,2.281111111,2.48,2.676666667,2.87,3.062222222,3.252222222,3.438888889,3.627777778,3.814444444,4.007777778,4.207777778,18921,202,71,R,R
"Turner, Stuart",0.55,0.86,1.14,1.4,1.64,1.86,2.08,2.29,2.49,2.69,2.89,3.08,3.27,3.47,3.66,3.85,4.05,4.25,18925,220,74,R,R
"Turner, Trea",0.5525,0.85375,1.10125,1.33,1.5425,1.74125,1.93125,2.11125,2.28875,2.45875,2.62625,2.79,2.9525,3.11125,3.2725,3.4325,3.59125,3.7575,18931,185,74,R,R
"Uggla, Dan",0.56,0.86,1.11,1.35,1.58,1.8,2.01,2.21,2.4,2.59,2.78,2.96,3.14,3.32,3.5,3.68,3.85,4.03,18963,210,71,R,R
"Upton, Justin",0.5514285714,0.8557142857,1.115714286,1.352857143,1.58,1.791428571,1.995714286,2.188571429,2.377142857,2.561428571,2.742857143,2.921428571,3.094285714,3.27,3.441428571,3.614285714,3.788571429,3.968571429,18999,215,73,R,R
"Uribe, Juan",0.56,0.87,1.135,1.385,1.62,1.84,2.055,2.255,2.455,2.65,2.84,3.035,3.22,3.41,3.595,3.785,3.98,4.185,19013,245,72,R,R
"Urshela, Gio",0.5628571429,0.8785714286,1.148571429,1.394285714,1.624285714,1.842857143,2.05,2.254285714,2.447142857,2.64,2.828571429,3.015714286,3.201428571,3.387142857,3.57,3.755714286,3.945714286,4.151428571,19017,215,72,R,R
"Utley, Chase",0.535,0.825,1.0875,1.33,1.5625,1.78,1.99,2.1875,2.38,2.57,2.7575,2.9375,3.1225,3.3,3.48,3.66,3.8425,4.0325,19021,195,73,L,R
"Valaika, Pat",0.5525,0.8675,1.1375,1.3825,1.61,1.82,2.0275,2.22,2.4175,2.6025,2.7875,2.9725,3.1525,3.33,3.5125,3.69,3.8725,4.0625,19028,200,72,R,R
"Valbuena, Luis",0.54,0.845,1.1175,1.37,1.6075,1.835,2.05,2.255,2.4625,2.6625,2.86,3.055,3.255,3.45,3.6475,3.8575,4.0725,4.2975,19029,215,70,L,R
"Valencia, Danny",0.55,0.85,1.1175,1.3625,1.5925,1.815,2.0225,2.22,2.4175,2.605,2.7925,2.9725,3.155,3.335,3.515,3.6925,3.88,4.0675,19058,210,74,R,R
"Valera, Breyvic",0.53,0.82,1.08,1.32,1.54,1.75,1.96,2.15,2.34,2.52,2.71,2.88,3.06,3.23,3.4,3.58,3.76,3.95,19070,190,71,B,R
"VanMeter, Josh",0.5466666667,0.8466666667,1.113333333,1.35,1.573333333,1.786666667,1.99,2.186666667,2.376666667,2.56,2.75,2.933333333,3.113333333,3.29,3.473333333,3.656666667,3.85,4.05,19107,194,71,L,R
"Van Slyke, Scott",0.555,0.85,1.11,1.355,1.585,1.8,2.01,2.21,2.4,2.59,2.78,2.965,3.145,3.325,3.505,3.685,3.875,4.065,19114,215,76,R,R
"Vargas, Ildemaro",0.55125,0.865,1.13375,1.3775,1.60375,1.81875,2.02375,2.22125,2.4175,2.60625,2.79125,2.97875,3.1575,3.33875,3.51875,3.69875,3.88625,4.08375,19121,180,72,B,R
"Vargas, Kennys",0.5466666667,0.8566666667,1.136666667,1.4,1.643333333,1.873333333,2.093333333,2.306666667,2.516666667,2.72,2.916666667,3.116666667,3.31,3.513333333,3.713333333,3.913333333,4.13,4.356666667,19123,290,77,B,R
"Vargas, Miguel",0.56,0.89,1.16,1.4,1.62,1.83,2.03,2.23,2.42,2.6,2.78,2.96,3.14,3.31,3.48,3.65,3.82,4.01,19124,205,75,R,R
"Varsho, Daulton",0.55,0.86,1.1225,1.355,1.57,1.78,1.975,2.165,2.3475,2.5275,2.7075,2.88,3.055,3.225,3.4,3.57,3.75,3.9475,19132,207,70,L,R
"Vaughn, Andrew",0.5666666667,0.8966666667,1.173333333,1.423333333,1.653333333,1.876666667,2.086666667,2.293333333,2.493333333,2.686666667,2.88,3.07,3.263333333,3.45,3.636666667,3.823333333,4.013333333,4.213333333,19144,215,72,R,R
"Vavra, Terrin",0.54,0.84,1.1,1.34,1.56,1.76,1.96,2.16,2.35,2.53,2.72,2.9,3.08,3.26,3.44,3.62,3.81,4.02,19157,200,73,L,R
"Velazquez, Andrew",0.53,0.83,1.08,1.3,1.515,1.71,1.9,2.08,2.26,2.435,2.605,2.775,2.94,3.105,3.27,3.44,3.61,3.795,19176,170,69,B,R
"Venable, Will",0.54,0.82,1.07,1.3,1.52,1.73,1.93,2.12,2.31,2.49,2.67,2.85,3.02,3.19,3.37,3.54,3.73,3.92,19186,205,75,L,L
"Verdugo, Alex",0.5483333333,0.8533333333,1.113333333,1.351666667,1.575,1.786666667,1.986666667,2.181666667,2.373333333,2.558333333,2.738333333,2.92,3.098333333,3.275,3.453333333,3.625,3.808333333,4.005,19203,192,72,L,L
"Victorino, Shane",0.545,0.84,1.1,1.35,1.58,1.8,2.005,2.21,2.405,2.595,2.78,2.965,3.15,3.33,3.51,3.695,3.885,4.08,19229,190,69,R,R
"Vientos, Mark",0.58,0.92,1.19,1.45,1.68,1.9,2.11,2.32,2.52,2.72,2.91,3.1,3.29,3.48,3.67,3.85,4.04,4.24,19235,220,75,R,R
"Vierling, Matt",0.5566666667,0.88,1.136666667,1.366666667,1.58,1.786666667,1.976666667,2.17,2.35,2.533333333,2.706666667,2.88,3.05,3.216666667,3.38,3.546666667,3.71,3.886666667,19236,205,75,R,R
"Villanueva, Christian",0.55,0.86,1.15,1.41,1.65,1.87,2.09,2.3,2.5,2.69,2.89,3.08,3.27,3.46,3.65,3.85,4.04,4.25,19241,210,71,R,R
"Villar, David",0.575,0.915,1.2,1.45,1.685,1.905,2.125,2.33,2.53,2.725,2.92,3.115,3.3,3.49,3.675,3.86,4.055,4.25,19242,215,73,R,R
"Villar, Jonathan",0.54375,0.84375,1.1,1.334375,1.555625,1.765625,1.965,2.159375,2.348125,2.533125,2.715625,2.895,3.0725,3.25,3.426875,3.60625,3.79125,3.99375,19247,233,72,B,R
"Viloria, Meibrys",0.54,0.86,1.15,1.41,1.66,1.89,2.1,2.31,2.51,2.72,2.91,3.11,3.31,3.51,3.71,3.91,4.13,4.36,19252,225,71,L,R
"Vogt, Stephen",0.5566666667,0.87,1.14,1.39,1.626666667,1.848333333,2.058333333,2.263333333,2.465,2.66,2.85,3.04,3.23,3.418333333,3.603333333,3.793333333,3.99,4.195,19282,216,72,L,R
"Voit, Luke",0.5566666667,0.88,1.163333333,1.42,1.66,1.886666667,2.103333333,2.311666667,2.515,2.718333333,2.916666667,3.113333333,3.306666667,3.498333333,3.691666667,3.883333333,4.078333333,4.281666667,19286,255,75,R,R
"Vosler, Jason",0.535,0.845,1.12,1.365,1.595,1.81,2.02,2.22,2.42,2.61,2.8,2.995,3.18,3.365,3.55,3.73,3.92,4.125,19298,220,73,L,R
"Votto, Joey",0.54,0.85,1.126666667,1.381111111,1.62,1.845555556,2.06,2.27,2.472222222,2.671111111,2.867777778,3.062222222,3.254444444,3.45,3.644444444,3.847777778,4.064444444,4.296666667,19303,220,74,L,R
"Wade, Tyler",0.5357142857,0.8257142857,1.072857143,1.302857143,1.515714286,1.718571429,1.912857143,2.1,2.282857143,2.46,2.634285714,2.805714286,2.978571429,3.147142857,3.317142857,3.485714286,3.66,3.842857143,19328,188,73,L,R
"Walker, Christian",0.556,0.882,1.156,1.402,1.638,1.852,2.064,2.264,2.46,2.65,2.838,3.02,3.202,3.384,3.564,3.742,3.926,4.116,19381,208,72,R,R
"Walker, Neil",0.537,0.836,1.109,1.364,1.599,1.823,2.033,2.239,2.436,2.632,2.824,3.011,3.198,3.382,3.566,3.754,3.942,4.138,19406,214,74,B,R
"Wallace, Brett",0.545,0.845,1.12,1.375,1.62,1.85,2.07,2.275,2.48,2.68,2.88,3.075,3.27,3.47,3.665,3.875,4.09,4.325,19425,250,74,L,R
"Wallach, Chad",0.56,0.91,1.2,1.47,1.715,1.955,2.18,2.4,2.615,2.825,3.04,3.255,3.455,3.66,3.87,4.07,4.285,4.51,19426,246,74,R,R
"Wallner, Matt",0.535,0.84,1.1,1.33,1.55,1.75,1.95,2.14,2.325,2.505,2.685,2.86,3.035,3.205,3.38,3.555,3.735,3.925,19449,220,77,L,R
"Walls, Taylor",0.5333333333,0.8383333333,1.093333333,1.321666667,1.538333333,1.745,1.94,2.126666667,2.313333333,2.491666667,2.67,2.846666667,3.016666667,3.188333333,3.358333333,3.528333333,3.701666667,3.885,19452,185,70,B,R
"Walsh, Jared",0.5433333333,0.86,1.123333333,1.37,1.6,1.813333333,2.02,2.22,2.41,2.603333333,2.79,2.976666667,3.16,3.346666667,3.526666667,3.713333333,3.896666667,4.096666667,19462,210,72,L,L
"Walton, Donovan",0.54,0.85,1.11,1.35,1.58,1.79,1.99,2.18,2.37,2.56,2.74,2.92,3.1,3.28,3.46,3.65,3.84,4.04,19489,190,70,L,R
"Ward, Taylor",0.552,0.862,1.124,1.358,1.58,1.788,1.984,2.176,2.36,2.546,2.724,2.902,3.076,3.248,3.418,3.588,3.758,3.93,19527,200,73,R,R
"Waters, Drew",0.545,0.845,1.105,1.335,1.555,1.755,1.955,2.14,2.325,2.51,2.685,2.86,3.03,3.205,3.375,3.545,3.72,3.9,19575,185,74,B,R
"Wendle, Joey",0.5428571429,0.8385714286,1.09,1.325714286,1.542857143,1.751428571,1.951428571,2.14,2.327142857,2.507142857,2.691428571,2.867142857,3.042857143,3.22,3.392857143,3.564285714,3.745714286,3.93,19742,195,73,L,R
"Werth, Jayson",0.55,0.86,1.13,1.383333333,1.623333333,1.853333333,2.063333333,2.273333333,2.473333333,2.673333333,2.87,3.063333333,3.253333333,3.44,3.626666667,3.82,4.01,4.21,19760,235,77,R,R
"White, Eli",0.555,0.86,1.115,1.345,1.56,1.75,1.945,2.13,2.305,2.48,2.65,2.82,2.985,3.15,3.31,3.475,3.635,3.805,19856,195,75,R,R
"White, Evan",0.58,0.91,1.175,1.415,1.63,1.84,2.04,2.235,2.425,2.605,2.79,2.965,3.14,3.315,3.49,3.66,3.84,4.02,19858,219,75,R,L
"White, Tyler",0.5433333333,0.86,1.143333333,1.403333333,1.643333333,1.87,2.083333333,2.293333333,2.493333333,2.693333333,2.89,3.076666667,3.27,3.456666667,3.65,3.84,4.03,4.233333333,19891,238,71,R,R
"Wieters, Matt",0.55,0.86,1.142857143,1.402857143,1.648571429,1.877142857,2.098571429,2.31,2.517142857,2.72,2.918571429,3.118571429,3.315714286,3.51,3.704285714,3.902857143,4.11,4.328571429,19936,235,77,B,R
"Wilkerson, Stevie",0.54,0.82,1.075,1.31,1.53,1.74,1.94,2.13,2.32,2.5,2.68,2.855,3.03,3.2,3.37,3.54,3.71,3.89,19967,195,74,B,R
"Williams, Justin",0.56,0.88,1.14,1.38,1.62,1.84,2.05,2.25,2.45,2.64,2.82,3,3.19,3.37,3.55,3.73,3.91,4.11,20042,235,73,L,R
"Williams, Luke",0.565,0.885,1.145,1.38,1.595,1.805,2,2.185,2.375,2.555,2.73,2.905,3.075,3.25,3.415,3.585,3.755,3.94,20050,186,73,R,R
"Williams, Mason",0.56,0.86,1.13,1.38,1.61,1.82,2.03,2.23,2.42,2.61,2.79,2.97,3.15,3.33,3.5,3.68,3.86,4.04,20057,195,73,L,R
"Williamson, Mac",0.545,0.855,1.12,1.365,1.5925,1.8075,2.0125,2.2075,2.4,2.585,2.7675,2.9475,3.1275,3.3025,3.475,3.65,3.82,4.005,20058,237,76,R,R
"Williams, Nick",0.54,0.8266666667,1.076666667,1.31,1.53,1.74,1.933333333,2.123333333,2.306666667,2.49,2.663333333,2.84,3.013333333,3.183333333,3.35,3.526666667,3.703333333,3.893333333,20064,215,75,L,L
"Wilson, Bobby",0.5675,0.9025,1.195,1.47,1.725,1.9675,2.1975,2.42,2.64,2.8525,3.065,3.2725,3.4825,3.69,3.8975,4.105,4.3175,4.54,20111,230,72,R,R
"Winker, Jesse",0.5471428571,0.8628571429,1.137142857,1.388571429,1.624285714,1.845714286,2.061428571,2.268571429,2.471428571,2.667142857,2.861428571,3.055714286,3.247142857,3.438571429,3.628571429,3.822857143,4.02,4.231428571,20208,215,75,L,L
"Wisdom, Patrick",0.55,0.87,1.14,1.38,1.603333333,1.816666667,2.016666667,2.21,2.4,2.586666667,2.77,2.946666667,3.123333333,3.296666667,3.473333333,3.646666667,3.82,4.003333333,20226,220,74,R,R
"Wolters, Tony",0.544,0.85,1.122,1.372,1.606,1.828,2.038,2.24,2.436,2.632,2.824,3.01,3.202,3.384,3.568,3.758,3.956,4.158,20292,195,70,L,R
"Wong, Connor",0.56,0.87,1.125,1.36,1.58,1.785,1.985,2.175,2.36,2.54,2.72,2.9,3.075,3.245,3.415,3.585,3.76,3.94,20297,181,73,R,R
"Wong, Kean",0.54,0.84,1.1,1.34,1.56,1.77,1.98,2.16,2.35,2.53,2.71,2.9,3.07,3.24,3.42,3.6,3.78,3.98,20298,189,69,L,R
"Wong, Kolten",0.5377777778,0.8277777778,1.082222222,1.316666667,1.537777778,1.746666667,1.944444444,2.137777778,2.324444444,2.508888889,2.69,2.871111111,3.046666667,3.225555556,3.404444444,3.586666667,3.772222222,3.97,20299,185,67,L,R
"Worth, Danny",0.56,0.86,1.12,1.37,1.6,1.82,2.03,2.23,2.43,2.62,2.81,2.99,3.17,3.36,3.54,3.72,3.9,4.09,20379,195,73,R,R
"Wright, David",0.53,0.82,1.09,1.34,1.58,1.81,2.03,2.24,2.44,2.64,2.83,3.03,3.22,3.41,3.6,3.8,4,4.22,20397,205,72,R,R
"Wynns, Austin",0.57,0.908,1.198,1.464,1.712,1.944,2.168,2.384,2.594,2.798,3,3.204,3.398,3.598,3.796,3.992,4.2,4.418,20447,190,72,R,R
"Yastrzemski, Mike",0.542,0.838,1.1,1.334,1.552,1.762,1.96,2.16,2.348,2.534,2.718,2.898,3.078,3.254,3.432,3.612,3.792,3.994,20471,178,70,L,L
"Yelich, Christian",0.5288888889,0.8166666667,1.068888889,1.3,1.518888889,1.722222222,1.921111111,2.108888889,2.291111111,2.47,2.645555556,2.817777778,2.988888889,3.158888889,3.326666667,3.494444444,3.67,3.848888889,20484,195,75,L,R
"Yepez, Juan",0.57,0.9,1.18,1.43,1.66,1.88,2.09,2.29,2.49,2.68,2.87,3.06,3.25,3.43,3.62,3.8,3.98,4.17,20488,200,73,R,R
"Ynoa, Rafael",0.555,0.855,1.11,1.35,1.585,1.805,2.015,2.215,2.405,2.595,2.775,2.96,3.145,3.325,3.5,3.68,3.86,4.04,20501,190,72,B,R
"Young, Andrew",0.55,0.87,1.13,1.37,1.59,1.8,2.01,2.2,2.39,2.57,2.75,2.93,3.1,3.28,3.46,3.63,3.81,3.98,20521,196,72,R,R
"Young, Chris",0.545,0.85,1.115,1.3575,1.59,1.805,2.0125,2.2075,2.4,2.59,2.77,2.9525,3.1325,3.3125,3.485,3.6625,3.845,4.0275,20526,255,82,R,R
"Young, Chris",0.545,0.85,1.115,1.3575,1.59,1.805,2.0125,2.2075,2.4,2.59,2.77,2.9525,3.1325,3.3125,3.485,3.6625,3.845,4.0275,20527,200,74,R,R
"Young, Delmon",0.54,0.83,1.08,1.32,1.55,1.77,1.97,2.17,2.36,2.55,2.73,2.91,3.09,3.26,3.44,3.62,3.79,3.97,20535,240,75,R,R
"Zagunis, Mark",0.54,0.84,1.1,1.34,1.57,1.78,1.98,2.17,2.36,2.55,2.73,2.91,3.09,3.26,3.44,3.61,3.78,3.96,20586,215,72,R,R
"Zavala, Seby",0.545,0.885,1.155,1.41,1.64,1.86,2.07,2.28,2.48,2.675,2.87,3.06,3.25,3.43,3.62,3.81,3.995,4.195,20609,205,71,R,R
"Zimmer, Bradley",0.5225,0.795,1.0425,1.2675,1.4825,1.685,1.88,2.0625,2.245,2.4225,2.5925,2.7625,2.9325,3.1,3.26,3.4225,3.5925,3.765,20636,185,76,L,R
"Zimmerman, Ryan",0.5583333333,0.8633333333,1.131666667,1.383333333,1.613333333,1.835,2.043333333,2.248333333,2.441666667,2.631666667,2.821666667,3.006666667,3.191666667,3.373333333,3.553333333,3.736666667,3.916666667,4.105,20648,215,75,R,R
"Zobrist, Ben",0.5477777778,0.8488888889,1.113333333,1.358888889,1.59,1.807777778,2.014444444,2.212222222,2.41,2.597777778,2.785555556,2.968888889,3.15,3.331111111,3.51,3.69,3.874444444,4.062222222,20661,210,75,B,R
"Zunino, Mike",0.55,0.86,1.13,1.381428571,1.615714286,1.835714286,2.048571429,2.252857143,2.451428571,2.644285714,2.835714286,3.024285714,3.211428571,3.398571429,3.582857143,3.77,3.955714286,4.151428571,20670,235,74,R,R
"Noda, Ryan",0.54,0.85,1.12,1.36,1.59,1.8,2.01,2.2,2.4,2.59,2.77,2.96,3.14,3.32,3.5,3.68,3.87,4.07,20681,217,75,L,L
"Sabol, Blake",0.53,0.83,1.09,1.32,1.55,1.75,1.96,2.15,2.35,2.53,2.72,2.9,3.08,3.26,3.43,3.61,3.79,3.98,20682,225,76,L,R
"Turang, Brice",0.53,0.82,1.07,1.29,1.5,1.7,1.89,2.07,2.25,2.43,2.6,2.77,2.94,3.1,3.27,3.44,3.61,3.79,20683,176,72,L,R
"Volpe, Anthony",0.54,0.85,1.12,1.35,1.57,1.78,1.97,2.17,2.35,2.53,2.71,2.89,3.06,3.24,3.41,3.58,3.76,3.94,20686,180,69,R,R
"Walker, Jordan",0.54,0.85,1.1,1.33,1.55,1.75,1.95,2.14,2.32,2.5,2.68,2.85,3.02,3.19,3.36,3.53,3.7,3.88,20687,220,77,R,R
"Wisely, Brett",0.54,0.84,1.1,1.33,1.55,1.75,1.95,2.15,2.33,2.52,2.7,2.87,3.05,3.22,3.39,3.57,3.75,3.93,20688,180,70,L,R
"Yoshida, Masataka",0.55,0.87,1.14,1.38,1.61,1.82,2.03,2.23,2.43,2.62,2.81,3,3.19,3.37,3.55,3.74,3.93,4.13,20689,176,68,L,R
"Julks, Corey",0.54,0.85,1.12,1.35,1.57,1.77,1.97,2.16,2.35,2.53,2.7,2.88,3.05,3.22,3.39,3.56,3.74,3.91,20690,185,73,R,R
"Wiemer, Joey",0.55,0.87,1.13,1.37,1.58,1.79,1.99,2.18,2.37,2.54,2.72,2.9,3.07,3.24,3.41,3.58,3.75,3.93,20696,220,76,R,R
"Julien, Edouard",0.54,0.85,1.11,1.34,1.57,1.77,1.98,2.17,2.36,2.54,2.72,2.9,3.08,3.25,3.43,3.61,3.79,3.98,20709,195,72,L,R
"Neto, Zach",0.57,0.89,1.16,1.39,1.62,1.83,2.03,2.23,2.42,2.61,2.79,2.97,3.15,3.33,3.51,3.68,3.87,4.06,20714,185,72,R,R
"Sullivan, Brett",0.54,0.84,1.1,1.33,1.55,1.76,1.97,2.16,2.35,2.54,2.72,2.9,3.08,3.26,3.44,3.62,3.8,3.99,20716,195,73,L,R
"Perkins, Blake",0.545,0.84,1.09,1.315,1.525,1.725,1.915,2.095,2.275,2.445,2.62,2.785,2.95,3.11,3.27,3.435,3.6,3.775,20719,197,71,B,R
"Valdez, Enmanuel",0.54,0.85,1.12,1.37,1.59,1.81,2.01,2.21,2.41,2.6,2.79,2.97,3.15,3.34,3.52,3.71,3.9,4.11,20721,191,68,L,R
"Doyle, Brenton",0.54,0.84,1.09,1.32,1.53,1.73,1.91,2.1,2.27,2.45,2.62,2.79,2.96,3.12,3.28,3.45,3.61,3.78,20724,200,74,R,R
"Busch, Michael",0.54,0.84,1.1,1.33,1.56,1.76,1.97,2.16,2.35,2.54,2.72,2.91,3.09,3.27,3.45,3.63,3.82,4.02,20725,210,73,L,R
"Fletcher, Dominic",0.54,0.84,1.11,1.35,1.58,1.79,2,2.2,2.4,2.59,2.78,2.97,3.15,3.33,3.52,3.71,3.9,4.1,20732,185,66,L,L
"Fry, David",0.56,0.89,1.17,1.41,1.65,1.87,2.08,2.28,2.48,2.67,2.86,3.05,3.24,3.43,3.61,3.79,3.98,4.16,20733,215,72,R,R
"Edwards, Xavier",0.56,0.85,1.11,1.33,1.55,1.75,1.94,2.13,2.31,2.49,2.67,2.84,3.01,3.19,3.36,3.53,3.72,3.92,20734,175,70,B,R
"Amaya, Miguel",0.55,0.89,1.16,1.42,1.65,1.87,2.08,2.29,2.49,2.68,2.87,3.06,3.25,3.44,3.62,3.81,4.01,4.22,20741,230,72,R,R
"Alu, Jake",0.54,0.84,1.09,1.33,1.54,1.75,1.95,2.14,2.33,2.51,2.69,2.87,3.04,3.21,3.39,3.56,3.74,3.93,20748,186,70,L,R
"Schmitt, Casey",0.55,0.87,1.13,1.37,1.59,1.81,2.01,2.2,2.39,2.58,2.76,2.94,3.12,3.3,3.47,3.64,3.82,3.99,20749,215,74,R,R
"McLain, Matt",0.55,0.86,1.12,1.35,1.56,1.76,1.96,2.15,2.33,2.51,2.68,2.86,3.03,3.2,3.37,3.54,3.7,3.87,20753,180,68,R,R
"Rocchio, Brayan",0.52,0.83,1.09,1.32,1.55,1.76,1.96,2.16,2.35,2.54,2.72,2.91,3.09,3.27,3.45,3.63,3.81,4.01,20754,170,70,B,R
"Bailey, Patrick",0.555,0.87,1.145,1.395,1.625,1.845,2.055,2.26,2.465,2.655,2.85,3.04,3.23,3.415,3.6,3.79,3.985,4.19,20758,210,72,B,R
"Monasterio, Andruw",0.55,0.87,1.13,1.37,1.59,1.8,2,2.19,2.38,2.56,2.74,2.92,3.1,3.27,3.45,3.62,3.8,3.98,20766,186,71,R,R
"Hopkins, TJ",0.54,0.85,1.11,1.34,1.55,1.75,1.95,2.13,2.31,2.49,2.67,2.84,3.01,3.18,3.35,3.52,3.69,3.86,20772,195,73,R,R
"De La Cruz, Elly",0.53,0.825,1.075,1.29,1.5,1.695,1.88,2.055,2.235,2.405,2.57,2.735,2.9,3.05,3.21,3.37,3.53,3.7,20778,200,77,B,R
"DeLuca, Jonny",0.54,0.85,1.1,1.33,1.54,1.74,1.93,2.11,2.29,2.47,2.64,2.81,2.97,3.14,3.3,3.47,3.63,3.8,20779,200,72,R,R
"Kessinger, Grae",0.55,0.87,1.13,1.37,1.59,1.81,2.01,2.21,2.4,2.59,2.78,2.96,3.15,3.33,3.51,3.7,3.88,4.07,20780,204,73,R,R
"Matos, Luis",0.55,0.87,1.14,1.38,1.6,1.81,2.01,2.21,2.4,2.59,2.77,2.95,3.13,3.31,3.49,3.66,3.84,4.03,20791,160,71,R,R
"Remillard, Zach",0.54,0.86,1.12,1.35,1.57,1.78,1.98,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.44,3.61,3.79,3.97,20798,185,72,R,R
"Taylor, Samad",0.58,0.9,1.16,1.39,1.61,1.81,2.01,2.19,2.37,2.55,2.72,2.9,3.06,3.23,3.4,3.57,3.74,3.92,20799,160,68,R,R
"Davis, Henry",0.56,0.88,1.14,1.38,1.6,1.81,2.01,2.21,2.39,2.58,2.76,2.94,3.12,3.29,3.47,3.64,3.82,4,20803,210,72,R,R
"Gonzales, Nick",0.55,0.86,1.12,1.35,1.57,1.78,1.97,2.16,2.35,2.53,2.7,2.88,3.05,3.22,3.39,3.55,3.72,3.9,20811,190,69,R,R
"Westburg, Jordan",0.54,0.85,1.11,1.34,1.55,1.76,1.95,2.14,2.32,2.5,2.68,2.85,3.02,3.19,3.36,3.53,3.71,3.89,20814,210,74,R,R
"Triolo, Jared",0.56,0.88,1.14,1.37,1.59,1.8,2,2.19,2.38,2.56,2.74,2.92,3.09,3.27,3.44,3.61,3.78,3.96,20817,210,75,R,R
"Myers, Dane",0.55,0.86,1.12,1.35,1.56,1.77,1.96,2.15,2.33,2.51,2.68,2.85,3.03,3.2,3.36,3.53,3.7,3.88,20824,205,72,R,R
"Cowser, Colton",0.53,0.82,1.08,1.31,1.52,1.72,1.92,2.11,2.3,2.48,2.66,2.83,3.01,3.18,3.36,3.53,3.72,3.91,20826,220,74,L,R
"Canzone, Dominic",0.56,0.88,1.15,1.39,1.61,1.82,2.03,2.22,2.41,2.6,2.78,2.96,3.14,3.32,3.5,3.68,3.87,4.06,20831,190,71,L,R
"Gelof, Zack",0.55,0.86,1.13,1.36,1.57,1.78,1.97,2.16,2.34,2.52,2.69,2.87,3.04,3.21,3.38,3.55,3.72,3.9,20835,205,74,R,R
"Soderstrom, Tyler",0.55,0.86,1.13,1.37,1.59,1.81,2.01,2.21,2.41,2.6,2.79,2.98,3.17,3.35,3.54,3.73,3.92,4.12,20836,200,73,L,R
"Rojas, Johan",0.57,0.88,1.14,1.37,1.59,1.79,1.98,2.17,2.35,2.53,2.7,2.87,3.04,3.2,3.37,3.53,3.69,3.87,20838,165,71,R,R
"Encarnacion-Strand, Christian",0.55,0.87,1.15,1.39,1.62,1.83,2.04,2.24,2.43,2.62,2.81,3,3.18,3.36,3.54,3.72,3.9,4.08,20839,224,72,R,R
"Frelick, Sal",0.52,0.81,1.06,1.28,1.49,1.69,1.89,2.07,2.25,2.42,2.6,2.77,2.94,3.11,3.27,3.44,3.61,3.8,20847,182,70,L,R
"Williams, Alika",0.56,0.88,1.14,1.38,1.6,1.81,2.01,2.21,2.4,2.59,2.77,2.95,3.13,3.3,3.48,3.65,3.83,4.01,20852,180,73,R,R
"Mead, Curtis",0.58,0.91,1.19,1.43,1.66,1.88,2.08,2.28,2.47,2.67,2.86,3.04,3.22,3.41,3.59,3.77,3.96,4.16,20858,171,72,R,R
"Rutherford, Blake",0.54,0.85,1.11,1.35,1.58,1.79,2,2.19,2.39,2.58,2.76,2.94,3.12,3.3,3.48,3.66,3.85,4.04,20859,205,73,L,R
"Schneider, Davis",0.55,0.87,1.14,1.38,1.61,1.82,2.03,2.23,2.42,2.61,2.79,2.97,3.15,3.33,3.51,3.69,3.87,4.06,20860,190,69,R,R
"Butler, Lawrence",0.54,0.84,1.09,1.32,1.54,1.74,1.93,2.12,2.31,2.49,2.66,2.84,3.01,3.18,3.36,3.53,3.72,3.9,20868,210,75,L,R
"Basabe, Osleivis",0.56,0.88,1.15,1.38,1.6,1.81,2.01,2.2,2.38,2.57,2.74,2.92,3.1,3.26,3.44,3.61,3.78,3.96,20872,188,71,R,R
"Schanuel, Nolan",0.56,0.88,1.15,1.4,1.63,1.84,2.05,2.25,2.45,2.64,2.83,3.02,3.2,3.39,3.57,3.75,3.94,4.14,20877,220,76,L,R
"Winn, Masyn",0.54,0.85,1.1,1.33,1.54,1.75,1.94,2.13,2.31,2.49,2.66,2.83,3,3.17,3.33,3.5,3.66,3.83,20878,180,71,R,R
"Marte, Noelvi",0.57,0.89,1.15,1.39,1.61,1.81,2.01,2.2,2.39,2.57,2.75,2.92,3.09,3.26,3.42,3.59,3.76,3.93,20879,216,72,R,R
"Meadows, Parker",0.51,0.8,1.06,1.29,1.5,1.7,1.89,2.08,2.26,2.44,2.61,2.78,2.95,3.12,3.28,3.45,3.63,3.81,20880,205,77,L,R
"Pereira, Everson",0.54,0.86,1.13,1.36,1.58,1.79,1.99,2.19,2.37,2.56,2.74,2.91,3.09,3.26,3.44,3.61,3.78,3.95,20884,191,71,R,R
